ID,slug,reward,status,submission_result
366,reverse-vowels-of-a-string,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '3 ms', 'memory': 10716000, 'display_runtime': '3', 'question_id': '345', 'elapsed_time': 22, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742378725139, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 480, 'total_testcases': 480, 'runtime_percentile': 44.1237, 'status_memory': '10.7 MB', 'memory_percentile': 38.22970000000002, 'pretty_lang': 'C++', 'submission_id': '1578927199', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
367,trapping-rain-water,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 25984000, 'display_runtime': '0', 'question_id': '42', 'elapsed_time': 30, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742378788764, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 324, 'total_testcases': 324, 'runtime_percentile': 100, 'status_memory': '26 MB', 'memory_percentile': 80.4791, 'pretty_lang': 'C++', 'submission_id': '1578928051', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
368,maximum-star-sum-of-a-graph,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '99 ms', 'memory': 140984000, 'display_runtime': '99', 'question_id': '2590', 'elapsed_time': 327, 'compare_result': '1111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742378849479, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 25, 'total_testcases': 25, 'runtime_percentile': 52.90219999999997, 'status_memory': '141 MB', 'memory_percentile': 45.76069999999984, 'pretty_lang': 'C++', 'submission_id': '1578928842', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
369,minimum-absolute-difference-between-elements-with-constraint,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '925 ms', 'memory': 247540000, 'display_runtime': '925', 'question_id': '3000', 'elapsed_time': 1087, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742378903788, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 2013, 'total_testcases': 2013, 'runtime_percentile': 5.160600000000062, 'status_memory': '247.5 MB', 'memory_percentile': 7.419199999999997, 'pretty_lang': 'C++', 'submission_id': '1578929591', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
370,shortest-distance-to-target-string-in-a-circular-array,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 18332000, 'display_runtime': '0', 'question_id': '2598', 'elapsed_time': 41, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742379466842, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 164, 'total_testcases': 164, 'runtime_percentile': 100, 'status_memory': '18.3 MB', 'memory_percentile': 35.9607, 'pretty_lang': 'C++', 'submission_id': '1578936750', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
371,minimum-total-cost-to-make-arrays-unequal,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '14 ms', 'memory': 157516000, 'display_runtime': '14', 'question_id': '2592', 'elapsed_time': 179, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742379833191, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 104, 'total_testcases': 104, 'runtime_percentile': 63.52929999999997, 'status_memory': '157.5 MB', 'memory_percentile': 11.764399999999966, 'pretty_lang': 'C++', 'submission_id': '1578941461', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
372,number-of-different-integers-in-a-string,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 8908000, 'display_runtime': '0', 'question_id': '1933', 'elapsed_time': 21, 'compare_result': '1111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742379908593, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 85, 'total_testcases': 85, 'runtime_percentile': 100, 'status_memory': '8.9 MB', 'memory_percentile': 71.94250000000001, 'pretty_lang': 'C++', 'submission_id': '1578942426', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
373,find-the-losers-of-the-circular-game,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 11788000, 'display_runtime': '0', 'question_id': '2791', 'elapsed_time': 19, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742379999257, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 1277, 'total_testcases': 1277, 'runtime_percentile': 100, 'status_memory': '11.8 MB', 'memory_percentile': 41.578900000000004, 'pretty_lang': 'C++', 'submission_id': '1578943561', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
374,largest-substring-between-two-equal-characters,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 8832000, 'display_runtime': '0', 'question_id': '1746', 'elapsed_time': 12, 'compare_result': '111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742380068277, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 57, 'total_testcases': 57, 'runtime_percentile': 100, 'status_memory': '8.8 MB', 'memory_percentile': 30.467499999999994, 'pretty_lang': 'C++', 'submission_id': '1578944491', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
375,kth-largest-element-in-a-stream,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '8 ms', 'memory': 33056000, 'display_runtime': '8', 'question_id': '789', 'elapsed_time': 66, 'compare_result': '111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742380159656, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 12, 'total_testcases': 12, 'runtime_percentile': 52.07710000000001, 'status_memory': '33.1 MB', 'memory_percentile': 61.44399999999999, 'pretty_lang': 'C++', 'submission_id': '1578945575', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
376,maximum-enemy-forts-that-can-be-captured,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 10948000, 'display_runtime': '0', 'question_id': '2602', 'elapsed_time': 13, 'compare_result': '111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742380238733, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 45, 'total_testcases': 45, 'runtime_percentile': 100, 'status_memory': '10.9 MB', 'memory_percentile': 77.089, 'pretty_lang': 'C++', 'submission_id': '1578946575', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
377,valid-number,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '0 ms', 'memory': 8332000, 'display_runtime': '0', 'question_id': '65', 'elapsed_time': 15, 'compare_result': '11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742380319907, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 1496, 'total_testcases': 1496, 'runtime_percentile': 100, 'status_memory': '8.3 MB', 'memory_percentile': 15.75609999999999, 'pretty_lang': 'C++', 'submission_id': '1578947524', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
378,array-with-elements-not-equal-to-average-of-neighbors,True,Accepted,"{'status_code': 10, 'lang': 'cpp', 'run_success': True, 'status_runtime': '50 ms', 'memory': 127884000, 'display_runtime': '50', 'question_id': '2085', 'elapsed_time': 240, 'compare_result': '111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 'code_output': '', 'std_output': '', 'last_testcase': '', 'expected_output': '', 'task_finish_time': 1742380529675, 'task_name': 'judger.judgetask.Judge', 'finished': True, 'total_correct': 291, 'total_testcases': 291, 'runtime_percentile': 50.43199999999998, 'status_memory': '127.9 MB', 'memory_percentile': 66.8588, 'pretty_lang': 'C++', 'submission_id': '1578950150', 'status_msg': 'Accepted', 'state': 'SUCCESS'}"
